ELBO, KL, Logp, SEM, Encoder Time, Decoder Time, Backward Time 
-47.0965357558,30.8710992411,-16.2254365218,0.532793231972,0.027423234213,0.00241846130008,0.693960723423
104.767131425,29.888523946,134.655655373,0.0347188690522,0.00225682485671,0.00218212263925,0.683263358616
116.988052569,32.017852854,149.005905428,0.0371188827925,0.00224952470689,0.00217415264675,0.695729096731
119.751395523,32.9583905317,152.709786055,0.0384354416594,0.00219634601048,0.00215556508019,0.676838034675
121.113883265,33.6020653846,154.715948651,0.0396479180575,0.00223617326646,0.00221050126212,0.68400985854
120.086453929,33.9332876801,154.019741605,0.0389960122824,0.00224085081191,0.00221123695374,0.687711295627
120.976284923,34.149527659,155.125812584,0.0394986197622,0.00219586917332,0.00225884346735,0.688965343294
120.354740062,34.2686403927,154.623380459,0.039230273466,0.00218448184785,0.00212613060361,0.683163858595
121.239663379,34.4247130871,155.664376462,0.0397906865149,0.00218837601798,0.00212629181998,0.704182329632
117.99120638,34.4336762896,152.424882674,0.0390920675265,0.00223887534369,0.00219528561547,0.684361332939
116.577881008,34.1343550622,150.712236067,0.036600266819,0.00223016738892,0.00219892320179,0.695983080637
118.46868442,34.05159977,152.520284201,0.037517768189,0.00221402304513,0.0021579969497,0.686370395479
119.214981916,34.0019513791,153.216933296,0.0379875892904,0.00220273789905,0.00226011730376,0.686197984786
119.594267289,33.9872605428,153.581527836,0.0383134774665,0.00219905944098,0.00212802205767,0.683484156926
119.929902641,34.029516641,153.959419278,0.0387155032194,0.00218898909433,0.00212153026036,0.696852116358
120.216992197,34.0678586403,154.284850833,0.0389244741731,0.00218576476687,0.00213937532334,0.693770794641
120.437986587,34.1344408799,154.572427463,0.0391660256425,0.00224358694894,0.00219786280677,0.686966146742
120.68582227,34.1894339166,154.875256189,0.0393784227592,0.00223553748358,0.00220087142218,0.683353333246
120.559479166,34.2954596764,154.854938836,0.0398297658372,0.00219358716692,0.00225451787313,0.694539240428
119.764706948,34.2042128011,153.968919753,0.0387170429088,0.00219012442089,0.0021221773965,0.678862242472
120.590976662,34.4045625579,154.995539223,0.0397552480171,0.00218296051025,0.00212108294169,0.684559299832
119.475334512,34.3741766796,153.849511187,0.038521020853,0.00225044432141,0.00218758128938,0.69075464067
119.4766338,34.3533196873,153.82995348,0.0385314646404,0.00225053514753,0.00220654805501,0.681115468343
119.647452405,34.2776063053,153.925058719,0.0385030630146,0.00224262192136,0.00220017887297,0.679914247422
119.958128015,34.225337805,154.183465825,0.0387241597196,0.0022277264368,0.00229534648714,0.672590391976
120.209031049,34.1842530615,154.39328411,0.0388051725642,0.00223776272365,0.00216434796651,0.685476427987
120.36039955,34.188319395,154.548718946,0.0390125197613,0.00219739051092,0.00213293802171,0.676396858125
120.338202423,34.2130767353,154.551279164,0.0390707770312,0.0022097996303,0.00215922764369,0.690006982713
120.637197753,34.228383064,154.865580815,0.0392687808724,0.0022265002841,0.00219849177769,0.671830517905
119.422448159,34.2254505224,153.647898681,0.0391419033112,0.00223961330595,0.00220738365537,0.683029220218
120.215644884,34.2159988282,154.431643717,0.0393834492689,0.00218759264265,0.00226165226528,0.676739511036
118.919623931,34.2239321813,153.143556116,0.038219484565,0.00223172278631,0.00216966810681,0.684381269273
119.747902717,34.358441066,154.106343779,0.0388373421176,0.00222601209368,0.00216384388152,0.683581715538
119.151893333,34.3485503467,153.50044368,0.0380907081091,0.0022326878139,0.00220046724592,0.695857842763
119.997816076,34.4404659498,154.438282016,0.0385671203579,0.00222367332095,0.00220895721799,0.68926354817
120.600928173,34.5858093845,155.186737572,0.0390718780083,0.00218802406674,0.00216357594445,0.67558047885
121.223941873,34.7273413464,155.951283222,0.03966426307,0.00217526299613,0.00223703157334,0.685893353962
118.929218082,34.7642446537,153.693462735,0.0387770230359,0.0022660550617,0.00217835789635,0.695132210141
121.012318951,34.7734858503,155.78580479,0.0398810099362,0.00225958370027,0.00218385287694,0.687157381149
121.111061205,34.8085569159,155.919618107,0.0402763440152,0.00225730169387,0.00220303989592,0.687922931853
118.020375641,34.5503896261,152.570765269,0.0377723635318,0.00224645932515,0.00221132550921,0.696052778335
119.795861652,34.3711505515,154.1670122,0.0384851104501,0.00224832126072,0.00220084417434,0.688070229122
120.450060628,34.1881176543,154.638178292,0.0387557696087,0.00225293068659,0.00229696773347,0.680434215636
120.821262108,34.1716952722,154.992957383,0.0390580376386,0.00219879831587,0.00212966601054,0.692209243774
121.10465527,34.2028782042,155.307533474,0.0392502836312,0.00218898909433,0.00212026777722,0.698458410445
121.183382357,34.2817498783,155.46513224,0.0393740515799,0.00224390484038,0.00219388462248,0.68554736319
121.239579753,34.3334845912,155.573064336,0.0395166474473,0.00222858928499,0.00219245638166,0.677507638931
121.392447661,34.3615179404,155.753965598,0.0396498661071,0.00224994477772,0.00219668206714,0.683338948659
121.473559201,34.3867774116,155.860336606,0.0398298301115,0.00224172501337,0.00229406810942,0.690417982283
121.341365632,34.4093529868,155.750718626,0.039733801027,0.00224179313296,0.00217266082764,0.68989050956
121.556776511,34.4193814382,155.976157956,0.0399260464705,0.00219265619914,0.00213594663711,0.69747932752
122.447315292,34.4871684376,156.934483723,0.0406634200494,0.00222046034677,0.00215974989392,0.691744077773
120.96318456,34.5110558107,155.47424037,0.0396313135192,0.00219196364993,0.00215765408107,0.688117106756
121.736364832,34.5271799304,156.263544768,0.0400428472272,0.00224737893967,0.00219093958537,0.68375266166
120.629075368,34.5852244933,155.21429986,0.0396790847077,0.00223432268415,0.0022957166036,0.675822802952
120.429241584,34.5385099738,154.967751553,0.0389719794293,0.00223745618548,0.00217567171369,0.682674487432
121.559554523,34.4625196315,156.022074151,0.0396710007731,0.0022310642969,0.00217544918969,0.682966005234
121.897871643,34.436256207,156.334127846,0.0400552960536,0.00218347140721,0.00216789926801,0.683460349128
121.855617708,34.4781644063,156.333782099,0.0400652745604,0.00219262213934,0.00215680939811,0.68426152638
122.81247742,34.542294474,157.354771886,0.0407478800249,0.00218695685977,0.00215482484727,0.694940362658
123.230392177,34.7313095735,157.961701754,0.0413804545326,0.00223445892334,0.00229961985633,0.691773267019
123.409779674,34.9592602481,158.369039919,0.0416014716378,0.00224791254316,0.00215648923601,0.687959080651
121.18878223,34.9952507854,156.184033017,0.0403020698508,0.00222639810471,0.00216649146307,0.68338620095
122.312548382,34.9585813627,157.271129757,0.0405330747974,0.00223177955264,0.00220234961737,0.692322901317
123.025621338,35.0342734591,158.059894805,0.0410511369317,0.00218717257182,0.00215833527701,0.687082790193
122.477091314,35.0626025911,157.539693905,0.040933462741,0.0021778174809,0.00215329442705,0.685934577669
122.412125723,34.9576501456,157.369775864,0.0406619349944,0.00220313526335,0.0022339957101,0.68345336687
121.217354506,34.856492321,156.073846828,0.0400573090978,0.00219873019627,0.00212211835952,0.688947609493
121.238968722,34.7577855736,155.996754301,0.039553734587,0.0021961075919,0.00213211831592,0.687659853981
121.757460609,34.7702540656,156.527714669,0.0399583997575,0.00222795350211,0.00219521068391,0.691273348672
121.897739154,34.8452177653,156.742956919,0.0400371284572,0.00222569420224,0.002196034931,0.692755540212
122.163214039,34.9225139714,157.085728016,0.0401457803811,0.00223267646063,0.00218749273391,0.693399520147
118.33252099,34.813901679,153.146422666,0.0390801633633,0.00221947261265,0.00227673167274,0.689882391975
116.346740125,34.5872982131,150.934038343,0.0386816136189,0.00227286702111,0.00219402086167,0.630256107875
119.981170434,34.4132695591,154.394439988,0.0384336650911,0.00223524229867,0.00216512225923,0.675009398233
120.606990617,34.3246079089,154.931598509,0.0383843546796,0.00223273322696,0.00219868478321,0.674833422615
121.313639372,34.28426714,155.597906513,0.0390312534121,0.00219070343744,0.00215316045852,0.651709988004
121.643109174,34.2889341233,155.932043308,0.0392172242411,0.00220515614464,0.00216247240702,0.657392558597
121.751811783,34.3448399517,156.096651724,0.0392983328528,0.00218358493987,0.00223670459929,0.667621271951
121.928744496,34.3974620797,156.326206579,0.0394277749614,0.00232211748759,0.00218762670244,0.600538923627
122.015502877,34.4645255682,156.480028437,0.039605856882,0.00239150864737,0.0022636231922,0.525027865455
122.154510352,34.5047766838,156.659287032,0.0397595292292,0.00219739051092,0.00215562865848,0.550792705445
122.23629359,34.5237232046,156.760016801,0.039842194386,0.00224024908883,0.00220347359067,0.550450347719
122.395006422,34.5313519662,156.926358382,0.0400072363953,0.00223788760957,0.00220413435073,0.551181929452
122.52307561,34.5574469464,157.080522555,0.0401748905102,0.00223869369144,0.00229329154605,0.551131748018
122.727783311,34.5467361242,157.274519432,0.0403644258119,0.00222903206235,0.00216620990208,0.551065649305
122.729607141,34.5892734506,157.318880595,0.0405362492455,0.00223707017444,0.00217835335504,0.551065308707
120.999807353,34.558038691,155.557846051,0.0399382695694,0.00220080784389,0.00215772674197,0.550700426102
122.209830493,34.5897939134,156.799624413,0.0404776105023,0.00219743592399,0.00217170715332,0.550802639553
122.719504543,34.8224180096,157.541922549,0.0408106870367,0.0021919409434,0.00215378261748,0.551226956504
121.241700016,34.8642690404,156.105969048,0.0398562679826,0.00218776294163,0.0022386709849,0.550549722853
122.007121512,34.7483905863,156.755512093,0.0398266972106,0.00218435696193,0.00212227049328,0.550742898669
122.523465165,34.596525625,157.119990793,0.0400460902527,0.00222059658595,0.00217375074114,0.550752866836
122.906875189,34.571388431,157.478263619,0.0403431816882,0.00222283317929,0.0021937915257,0.550980295454
123.616047445,34.7166383108,158.332685763,0.0411560801566,0.00223990849086,0.00220202718462,0.551215807597
122.993888229,34.9099800454,157.903868275,0.0408983047335,0.00222699982779,0.00219372340611,0.551076627913
122.514500673,35.013445827,157.527946504,0.0407373066114,0.00223523094541,0.00227892512367,0.550711733954
122.88332367,35.0015255546,157.884849228,0.0408429838531,0.00223955653963,0.00217378480094,0.551019112269
