ELBO, KL, Logp, SEM, Encoder Time, Decoder Time, Backward Time 
-23195.8878425,35.6318878254,-23194.0996274,180.748472686,0.0293144952683,0.00251822812217,0.425372157778
77.0843559278,30.61704866,83.721504685,0.030705338926,0.00248849959601,0.00226553848812,0.416044462295
95.0640150997,33.1054762358,105.863972584,0.0289603936633,0.00248687607901,0.00224543185461,0.414071673439
90.1939600195,32.0781460687,104.166993133,0.0361880666729,0.00247756640116,0.00225486074175,0.426062107086
88.3100575046,30.2512565565,104.811224023,0.0267026884214,0.0025524638948,0.00232487065451,0.425238450368
92.2216828631,28.9613028389,111.217258276,0.0270672888408,0.00258985019865,0.00233179614657,0.408509538287
92.6062482512,28.3206618502,115.855888039,0.0280188227218,0.00250924201239,0.00230536574409,0.411455903734
91.4578028246,27.5097269001,117.062881712,0.0278511403671,0.00241113844372,0.00223039445423,0.414783318837
94.517044088,26.7438941334,121.242252832,0.0285478228385,0.00257019769578,0.00226747989655,0.410671245484
97.998090314,27.3862205577,125.384310864,0.0309521357143,0.00260397366115,0.00230039301373,0.422517583484
97.6818029758,27.8831225056,125.564925479,0.0319197615405,0.00242292313349,0.00221352350144,0.427876131875
88.7412438981,26.9416277955,115.682871693,0.0278766332272,0.00236297789074,0.00220490069616,0.427740676062
80.663740532,25.7982278943,106.461968426,0.0341998167534,0.00236955143157,0.00219861098698,0.420481761297
85.5303127289,25.0546705848,110.584983314,0.0261159641368,0.00260819707598,0.00235805625007,0.410597017833
91.3980415427,25.3988017761,116.79684332,0.0272990455322,0.00254973911104,0.00234546547844,0.418936366127
93.488932355,26.1166537366,119.605586093,0.0281793326002,0.00256968679882,0.00230617750259,0.491176048915
95.0650849987,26.4803465586,121.54543156,0.0293160512543,0.00255389440627,0.00226011162712,0.612554788589
90.4735162755,26.3780729376,116.851589208,0.0268968456659,0.00259780883789,0.00233325504121,0.652434326354
87.9606656069,26.2893498584,114.250015467,0.0330095089585,0.00255063601903,0.00231275104341,0.642701966422
