ELBO, KL, Logp, SEM, Encoder Time, Decoder Time, Backward Time 
-64.1091938432,27.9974286072,-62.4285814032,0.05335086646,0.0167038894835,0.00822585877918,0.0401342709859
-1.1748595731,38.8584647052,7.25214793798,0.0362046586,0.00342515536717,0.00329835074289,0.0225906939734
12.9136480727,39.1145082171,27.7979335377,0.0343023039977,0.00350085894267,0.00334258533659,0.0251864932832
18.2261960297,36.5459918103,38.1693558991,0.0316903062897,0.00347999164036,0.00330346198309,0.0233663604373
18.5188953243,34.6380490286,43.1259502013,0.0279511407964,0.00334459259397,0.0033240091233,0.0250634238833
14.5821226064,32.0219170388,42.613750808,0.0252234899356,0.00342264629546,0.00378457932245,0.023270538875
18.2280531812,29.8583100098,48.0651973804,0.0229582474368,0.00414872169495,0.00356663295201,0.00322726794652
23.5865853817,29.664916167,53.2515015484,0.0233121095489,0.00372843515305,0.00347151756287,0.0231454826537
27.0740401804,29.273095061,56.3471352411,0.023563455029,0.00365195955549,-0.00135103861491,0.0227250598726
30.3768720111,29.5189939101,59.895865921,0.0258153638,0.00316123735337,0.00328091212681,0.0465092545464
31.8960085156,29.3037507953,61.1997593111,0.0255164048334,0.00328456787836,0.00787576493763,0.00124658857073
35.4868266517,29.52583827,65.0126649227,0.0287258306651,0.00350194885617,0.00363109225319,0.0242895285288
38.1623431253,29.7864942264,67.9488373524,0.0287441536715,0.00335961296445,-0.00135660171509,0.0245665936243
40.2001353656,29.8890487402,70.089184106,0.0308994141058,0.00359888303848,0.00338030996777,0.0236851147243
36.5458007715,29.3486596,65.8944603728,0.0285564167905,0.00379075322832,0.00352517536708,0.0471391564324
29.3031666132,27.6158341972,56.919000811,0.0286677107259,0.00371246110825,0.00329480625334,0.0236843994686
36.1900459273,26.3261596493,62.5162055754,0.0256798482054,0.00371851239886,0.00347729183379,0.0234475816999
34.7483882694,26.88983606,61.6382243292,0.0308758468887,0.00369882583618,0.00321792647952,0.00107447306315
42.3656839628,26.7558714915,69.1215554538,0.0269352599244,0.00294508252825,0.00286637033735,0.000852414539882
44.5535429707,28.1445900091,72.6981329806,0.0312348110663,0.00348111561366,0.00335652714684,-7.87235441662e-05
39.7062613638,27.983289399,67.6895507635,0.0291859251851,0.00331523304894,0.00327139127822,0.0219718161083
38.7452997785,26.4426101791,65.1879099577,0.0271734403403,0.00316421190898,0.00323694774083,0.0226994923183
43.8665984246,26.0303996528,69.8969980783,0.0290645869359,0.00414700735183,0.00326412745884,0.0220892315819
45.3293879994,26.6381423667,71.9675303643,0.0296066237639,-0.0181628863017,0.00733710924784,0.00318991570246
48.9815675555,27.1542357311,76.1358032858,0.0306388211266,0.00353499821254,0.00322310356867,0.0224493344625
47.9183490655,27.6313840485,75.5497331133,0.0304305677912,0.00296773229327,0.00291405405317,0.00111878485907
42.5386902179,27.235671413,69.7743616315,0.0297240347285,0.00347560927981,0.00305111521766,0.00153204372951
46.043174192,26.0453678954,72.0885420868,0.0274842590312,0.00333275113787,0.0032741296859,0.0248261973971
51.0372111052,26.3368806013,77.3740917052,0.0299570616907,0.00304037048703,0.00318194798061,0.0429239954267
52.6575904619,27.1545806655,79.8121711268,0.0305472483124,0.00343953995478,0.00760604994638,0.0222794328417
54.906643531,27.6866023716,82.593245901,0.0320363186659,0.00381595747811,0.00338289397103,0.0215270519257
49.9591154774,27.7293345234,77.6884500016,0.0306564298332,0.00321061270578,0.00307741619292,0.0220027878171
49.9886571253,26.6965218931,76.6851790181,0.0282059573143,0.00337803931463,0.00332996504647,0.0231584480831
49.176705932,26.4602631016,75.6369690335,0.0293931660254,0.00310896691822,0.00314777692159,0.0219536735898
49.5296255921,26.4515144982,75.9811400902,0.0295047464166,0.00345466250465,0.0034002167838,0.0209648722694
52.5843802958,26.1616943485,78.746074644,0.0279467143807,0.00335909071423,-0.00131028720311,0.0241856234414
56.2916696418,26.4524978643,82.7441675072,0.030618661632,0.00306171462649,0.0031132993244,0.0220460437593
57.5876470118,27.1057485247,84.6933955362,0.0294303886945,0.00360311780657,0.0031338033222,0.0454986890157
61.1387471355,27.4209298785,88.5596770209,0.0324137389063,0.00309828349522,0.00293003036862,0.0250134581611
54.8917553838,27.9469279149,82.8386833022,0.0321526411791,0.00333373887198,0.00335444041661,0.0230703240349
52.9984235881,26.6996101876,79.6980337761,0.0275936855996,0.00377674329849,0.00738653228396,0.0243098962875
58.5929335354,26.0787341994,84.6716677328,0.0299796696362,0.00337006932213,0.00309430076962,0.043076185953
58.9997306555,26.686798571,85.6865292239,0.0296677789273,0.00341809363592,0.0030791759491,0.0240897451128
59.8870695066,26.6829457536,86.5700152553,0.0291457553501,0.00336031686692,0.00342924254281,0.0237891333444
60.6058790693,26.9700861975,87.5759652689,0.0314485627463,0.00341439247131,0.00323964981806,0.0226795332772
57.3487649871,26.8088998721,84.1576648579,0.0278630701872,0.00340800058274,0.00330224718366,0.0249281724294
61.5587886847,26.2852720199,87.8440607072,0.0300098021593,0.00355046136039,0.00306970051357,0.0243334202539
62.3160664618,26.7202682056,89.0363346683,0.0298176414725,0.00381320998782,0.003423618135,0.025022983551
65.1718214862,26.9664545012,92.1382759895,0.0310478481348,0.00368587176005,0.00326809428987,0.0228824956076
68.800317841,27.8734866648,96.6738045039,0.0351379194817,0.00383399781727,0.00341642697652,0.02646338372
70.0890343046,28.52716113,98.6161954384,0.0355095825005,0.00309124447051,0.00301658085414,0.0229319050199
69.0337918955,28.5715380505,97.6053299419,0.0344915852139,0.00336793490819,0.00328682490758,0.0246558870588
69.4909979877,28.451129989,97.9421279808,0.0343452304651,0.00331746964228,0.003149666105,0.0242807183947
67.85277228,28.3235381114,96.1763103925,0.0328384930318,0.00335394768488,0.00304064523606,0.0250423862821
68.6401035816,28.0755133734,96.715616955,0.0319747630212,0.00319249289376,0.00307115827288,0.0256840274447
71.4041024102,28.2610207288,99.6651231409,0.0345756128329,0.0033834094093,0.00319275628953,0.0238723868415
71.4741311617,28.5857272063,100.059858373,0.0344978377995,-0.0160428455898,0.00364056541806,0.0223074413481
73.0853962947,28.6591896391,101.744585933,0.0358182075811,0.00355425335112,0.00307521138872,0.0226367655255
71.9002658132,28.8168927674,100.717158592,0.0351076811466,0.00341375668844,-0.000913842519124,0.0252382641747
63.3462167388,28.4301285627,91.7763453001,0.0307642126144,0.00347630182902,0.00331342333839,0.00351576578049
65.2922841371,27.3791745532,92.6714586903,0.0293322838598,0.00324720428103,0.00334692455473,0.0213085356213
62.8513049003,27.1115366126,89.9628415093,0.0305266659614,0.00322947048006,0.00304699625288,0.02369087083
60.2566170826,26.4559406897,86.7125577723,0.0268549684377,0.00352207819621,0.00347276188078,0.0220205670311
66.4315314224,25.965614904,92.3971463213,0.0293575275143,0.0035613037291,0.00314747492472,0.00335558255514
