Average ELBO, Average KL, Average Logp, SEM, Encoding Time, Decoding Time, Backward Time 
-3.70352520207,8.98391246796,5.32690763474,0.0389743687316,0.00260352520716,0.00360645566668,0
7.74273959497,11.4801511765,19.0624599457,0.0259086907547,0.00257887726738,0.00362166904268,0
25.0555535879,13.5590391159,38.8671989441,0.0218418982497,0.00259607746488,0.00358378319513,0
22.5318215548,11.0429048538,33.9262084961,0.0266000616111,0.00268554119837,0.00370013713837,0
26.9671224125,11.4932441711,38.2597312927,0.0229383304636,0.00259874548231,0.0036050421851,0
26.0832211626,11.6597681046,37.8760681152,0.0236845924621,0.00260852632068,0.00363179615566,0
34.9894944301,12.8839607239,48.3911972046,0.0276597919127,0.0025231270563,0.00359192348662,0
30.6118585837,11.83091259,42.6040840149,0.0297479912558,0.00262594790686,0.00359010696411,0
25.3349967374,12.0135087967,36.4122428894,0.0335214039473,0.00265076046898,0.00368219897861,0
44.9253127572,12.149066925,56.8694076538,0.0275968748877,0.00264636107853,0.00364587988172,0
34.3922886486,11.09304142,44.8696365356,0.0220969536638,0.00258761928195,0.00356421016511,0
22.7318125735,11.7733716965,38.3803215027,0.0459954738747,0.00268296968369,0.00370212395986,0
28.1465083995,11.9974956512,42.0414848328,0.0537976325793,0.00259303478968,0.0035937002727,0
50.1749718968,11.6302862167,62.0776519775,0.030755152061,0.00264416989826,0.00366395428067,0
38.3973727675,10.2527360916,48.3434410095,0.0302843527468,0.00257724239713,0.00365735235668,0
41.500918596,10.7743377686,52.6750068665,0.0295562671624,0.00257011822292,0.00359135582334,0
45.5269335893,11.1516885757,56.5940856934,0.0242755886589,0.00256922131493,0.00360043275924,0
50.4470887855,12.042388916,62.1211242676,0.0428527681688,0.00260209469568,0.00360096636273,0
46.2254094188,11.21916008,57.0339660645,0.0251238403439,0.00265906538282,0.00368592284975,0
30.4643652434,11.4239740372,40.9838676453,0.0443717629828,0.00266116573697,0.00363903386252,0
56.1812091788,11.2932567596,67.6485214233,0.0285500409234,0.0026696239199,0.00373268695105,0
53.0108423725,12.1915063858,66.5278167725,0.031506136907,0.00259453909738,0.0037000917253,0
55.7120949195,11.4858798981,67.2917404175,0.0291142625407,0.00257527828217,0.00358410108657,0
59.8897870503,12.6369409561,73.2535858154,0.0319845689392,0.00263524623144,0.00363590603783,0
58.273727688,11.5743875504,69.6362075806,0.0301537013214,0.00256708690098,0.00360622860136,0
43.6557857876,12.1906242371,56.3336906433,0.0326456458558,0.00265047096071,0.00367775985173,0
65.726085407,12.7633581161,78.1462631226,0.0396048478033,0.00260119778769,0.00362666447957,0
63.5789095432,11.7544498444,75.8416290283,0.0321980467424,0.00258493423462,0.00369351250785,0
44.3395483923,11.8059797287,53.4767684937,0.0280091554643,0.00260772023882,0.00361330168588,0
63.5314287313,12.3768482208,75.9361801147,0.0296970397482,0.00251113233112,0.00361314274016,0
55.9133119946,12.141740799,68.6831130981,0.0360723339808,0.00259905769711,0.00361069611141,0
68.9530530635,12.8977870941,82.8436355591,0.0360630564664,0.00258395785377,0.00361708799998,0
60.7811869995,12.7178869247,72.7472991943,0.0293671098384,0.00258307229905,0.00360361735026,0
63.5927225903,12.4908924103,76.6339950562,0.0288008891692,0.00264386336009,0.00364394414993,0
73.9772245147,13.2579107285,87.1271057129,0.0366478295488,0.00263738632202,0.003638562702,0
49.1302344412,13.1316127777,62.2682762146,0.05184554264,0.00262036210015,0.00360856737409,0
45.5803559306,12.8699569702,57.3381614685,0.05272769237,0.00254393759228,0.00354136171795,0
61.4450649727,13.59923172,75.2232818604,0.0335356124967,0.00252030576978,0.00357521715618,0
72.6076681516,13.3571119308,86.2570037842,0.0346940625356,0.00269054798853,0.00364240578243,0
59.7565896711,13.0108795166,74.2326965332,0.0321100672949,0.00259977295285,0.00361295541128,0
55.3407831535,13.3184261322,68.3152542114,0.0313154940796,0.00264547552381,0.00365266345796,0
78.1303101045,13.6971750259,92.4630889893,0.0317651915994,0.00254014560155,0.00354102679661,0
71.0596866137,13.6363286972,84.2169189453,0.0321881868858,0.00261742160434,0.00368022351038,0
78.187725085,14.402633667,92.6167678833,0.0371081456719,0.00259223438445,0.00366509528387,0
61.4380258942,13.9060220718,76.3823318481,0.0324027050846,0.00263080142793,0.00363655885061,0
69.294900013,13.0780420303,83.2270584106,0.0312487047624,0.002648688498,0.00368115447816,0
52.9228220642,14.3828411102,70.9950637817,0.0384171469903,0.002556681633,0.00355048974355,0
67.6942769903,13.5260219574,79.878326416,0.033297877347,0.00251944292159,0.00360667137873,0
67.9223263941,14.236741066,80.9741516113,0.0405053345928,0.0026022877012,0.00367455823081,0
80.0655270855,13.6001253128,93.5122146606,0.0317487682312,0.00260179951077,0.00366759867895,0
80.4398255424,14.0936183929,96.2161254883,0.0352054875359,0.00268436045874,0.00370099430992,0
75.7352201798,13.8208847046,90.0523300171,0.0335316021375,0.00262498855591,0.00364112854004,0
79.6042735625,14.5998620987,95.3993225098,0.032294829622,0.00260267938886,0.00356186003912,0
86.9490538127,14.5947980881,101.767303467,0.0332129855788,0.00258657478151,0.00359008425758,0
49.7888091141,14.0419034958,64.4411392212,0.0364672855016,0.00255611964634,0.00354135036469,0
85.1383027407,14.6528682709,100.584457397,0.0354150153089,0.00261037690299,0.00360258987972,0
85.4368837937,15.004324913,100.546653748,0.037667509409,0.00263916878473,0.00361527147747,0
77.445195622,14.189289093,90.4147415161,0.03498355891,0.00261955034165,0.00360589368003,0
80.2528695468,14.061955452,94.3329391479,0.0345885897793,0.00264621916271,0.00363406113216,0
65.2751855982,14.1287593842,79.4242477417,0.039309166249,0.00259485698882,0.00360169864836,0
90.17460399,14.5274744034,104.446533203,0.0360891646746,0.00252702690306,0.0035673890795,0
78.9971704629,14.6000938416,91.5882415771,0.0340767053436,0.00253390698206,0.00352149350303,0
85.8570261944,14.5963840485,101.165115356,0.0335971163667,0.00258449713389,0.00359317234584,0
87.4120886425,14.6336202621,102.286888123,0.0348304632882,0.00260533605303,0.00358998775482,0
91.3606577902,14.7150812149,106.612831116,0.0350098474516,0.00258621147701,0.00368504297166,0
84.2505074845,15.9518842697,99.3605575562,0.0389549856287,0.00258066540673,0.00362044288999,0
82.2321112958,15.297996521,96.4034576416,0.0377779020871,0.00264374982743,0.00362819717044,0
77.6104999243,14.8131637573,95.576210022,0.0417328577097,0.0026201123283,0.00361587320055,0
86.1608219151,15.517572403,103.685638428,0.0340076528495,0.00263100578671,0.00362722646622,0
79.208070542,16.0575962067,94.9525680542,0.0391083683045,0.00259268851507,0.00364469914209,0
88.5172440506,15.1544132233,102.614631653,0.0344389280042,0.00257911000933,0.00361238774799,0
80.5735269005,15.3484926224,95.5834274292,0.0342639277315,0.00264773482368,0.00360449155172,0
87.9719276166,15.4135408401,105.617324829,0.0404716020828,0.00255455289568,0.00354033992404,0
85.2440378637,14.8837432861,100.274024963,0.0422441874766,0.00263320264362,0.0036423319862,0
92.4223670935,16.0767765045,108.760932922,0.0395000203527,0.00266564460028,0.00363878976731,0
100.312797329,15.7769069672,116.322486877,0.0407752662191,0.00259793940045,0.00361666792915,0
96.3768960852,15.9951295853,110.291000366,0.040160523824,0.00264608860016,0.003657579422,0
102.857047148,16.3737773895,118.895294189,0.0394472154871,0.0025706688563,0.00364812215169,0
95.050114936,15.6145124435,110.866485596,0.0412515936958,0.00259891578129,0.00361912591117,0
95.9583918017,16.0720977783,112.75453949,0.035586211019,0.00265729995001,0.00367592629932,0
101.636268661,16.4791278839,117.138191223,0.0436010878883,0.00260545526232,0.00367890085493,0
90.5359653748,15.7388734818,106.676582336,0.039396844469,0.00264042899722,0.00365348089309,0
103.783420089,16.6505432129,120.169906616,0.0411606618897,0.00258090950194,0.003603884152,0
102.45909075,16.0869483948,118.937263489,0.0398340747858,0.00257752622877,0.0036020505996,0
103.47171645,16.3566837311,121.410217285,0.037911594265,0.00258018289294,0.00363430522737,0
92.9779935325,15.8554935455,106.867019653,0.0373076757868,0.00264279615311,0.00364051546369,0
100.827604419,15.5585451126,117.252578735,0.0377743877326,0.00263222626277,0.00366987500872,0
92.4727936464,16.7960834503,112.588088989,0.0434075583724,0.00261060964494,0.00364323457082,0
99.740124954,16.057346344,116.082893372,0.0349671139149,0.0025900659107,0.00359191780999,0
86.5904342244,15.9002752304,101.956176758,0.0391095219978,0.00262138389406,0.00357289541335,0
103.855267321,16.3376960754,119.293937683,0.0371676071586,0.00257699830191,0.00360938480922,0
95.0037870435,15.6723461151,110.667152405,0.0337636992885,0.00262205373673,0.00365723314739,0
99.6063124076,16.0770225525,115.944351196,0.0385934841072,0.0026212703614,0.00369060607184,0
94.0566020026,15.2114620209,108.641273499,0.0358720512157,0.00259662809826,0.00364607288724,0
111.283540219,17.1291122437,128.160736084,0.0404415334282,0.00262188911438,0.00366569133032,0
102.941291133,16.2452716827,119.47089386,0.0373541477784,0.00262430168334,0.0036613316763,0
99.2369643838,16.2316894531,115.118301392,0.0357871989248,0.00259707655225,0.00361241045452,0
105.343696934,16.5447158813,122.638664246,0.0382772027937,0.00257934275128,0.00362424623399,0
105.22079341,16.6313896179,121.121635437,0.0390634088655,0.00263639858791,0.00359274659838,0
103.234080771,16.016746521,119.270690918,0.04496958994,0.00258114792052,0.00357409318288,0
110.979065105,16.6374664307,126.799560547,0.0424893365531,0.00253852208455,0.00356144564492,0
96.295798442,16.5697860718,111.972694397,0.0389542586367,0.00255001726605,0.00357815765199,0
107.688959534,17.3600311279,124.152313232,0.0419398134408,0.00260395663125,0.00367429142907,0
110.654454184,17.9747562408,129.362640381,0.0423585616429,0.0026422228132,0.00370422999064,0
103.727250478,16.2493724823,121.592208862,0.0386493025053,0.00265861125219,0.00363795530228,0
91.1242966549,17.1554965973,108.948257446,0.0404794405824,0.00258350939978,0.00353030931382,0
102.584691587,15.8816709518,119.242156982,0.0390332387034,0.00268455914089,0.00370047773634,0
110.1889811,16.8799324036,125.383071899,0.0383300737534,0.002605676651,0.00362311658405,0
106.396796591,17.3785934448,124.419044495,0.0439948904035,0.00262429033007,0.00360615480514,0
98.5116672211,17.1244945526,117.161209106,0.0425409716331,0.00257509662991,0.00354961554209,0
110.508426507,17.7952651978,128.936141968,0.045477217377,0.00254523186457,0.00358922708602,0
105.032537711,15.8046922684,120.902679443,0.0371718991526,0.0026669104894,0.00365711961474,0
116.626365135,17.4785785675,134.925918579,0.0410510201726,0.00267050379799,0.00366456168039,0
115.854359109,16.721698761,132.588562012,0.0437883250607,0.00253163065229,0.00352932157971,0
102.539059336,17.2690162659,118.919219971,0.0417121515881,0.00256609349024,0.00353774570283,0
