Average ELBO, SEM, Encoding Time, Decoding Time, Backward Time 
-74.0829424742,0.566875941106,0.784281015396,0.00706601142883,0.0241000652313
-30.0854264559,0.277947482015,0.00514197349548,0.00359702110291,0.0237469673157
-10.788028702,0.163664459733,0.00368094444275,0.00361585617065,0.0230100154877
-6.44230354371,0.0406859671354,0.00397896766663,0.00371098518372,0.0218570232391
-4.15036597257,0.0147469155055,0.00394892692566,0.0039689540863,0.0168800354004
-3.88736605268,0.0143248329313,0.00376081466675,0.00356006622314,0.0228102207184
-3.69442567887,0.0124013055134,0.00504112243652,0.00355100631714,0.0232059955597
-3.19446522536,0.0182003579158,0.00395512580872,0.00348687171936,0.0210611820221
-3.30180500708,0.0187707265175,0.00769305229187,0.00364995002747,0.0222151279449
-3.11998101428,0.0194562192903,0.00426411628723,0.00405192375183,0.0233540534973
-2.88735736535,0.0135520778924,0.00422096252441,0.00427913665771,0.0215120315552
-2.71981909131,0.013214666316,0.00374603271484,0.00365400314331,0.0172951221466
-2.69549728712,0.0151352473839,0.00257205963135,0.00255012512207,0.0179331302643
-2.71933747787,0.0109573679161,0.00373101234436,0.00368094444275,0.0168762207031
-2.54475689993,0.0140420671144,0.00437021255493,0.00386095046997,0.0209448337555
-2.49200525978,0.0177418184869,0.00259900093079,0.00469493865967,0.0222079753876
-2.37000448132,0.0135901516792,0.00414705276489,0.00400614738464,0.0220310688019
-2.28456731231,0.0137654823792,0.00406098365784,0.00424695014954,0.0229408740997
-2.22885280309,0.0127634581682,0.00515294075012,0.0043408870697,0.0221450328827
-2.17580405729,0.0116728025124,0.00394201278687,0.0036780834198,0.021087884903
-2.14937929094,0.0125808882177,0.00503396987915,0.00366497039795,0.0200929641724
-2.15632275186,0.0129616121662,0.00493097305298,0.00549602508545,0.0229461193085
-2.2769900733,0.0152491142406,0.00527906417847,0.00489616394043,0.0243940353394
-2.31487467282,0.0139906484565,0.00613808631897,0.00431203842163,0.0232748985291
-2.32486930442,0.0152313764722,0.00430703163147,0.00436210632324,0.026269197464
-2.22401704357,0.0136285673669,0.00454783439636,0.00425100326538,0.0228102207184
-2.28081667342,0.0125523337302,0.00380301475525,0.00377511978149,0.0222699642181
-2.25575840073,0.0135166706775,0.00383591651917,0.0049901008606,0.0228497982025
-2.0608333842,0.011804157129,0.0037841796875,0.00370717048645,0.023647069931
-2.14645760901,0.0128251443375,0.00407218933105,0.00392913818359,0.016350030899
-2.183893332,0.0138441729617,0.00447916984558,0.00490212440491,0.02161693573
-2.22261559963,0.0152722687524,0.00415301322937,0.00446200370789,0.0227539539337
-2.03169324577,0.0117850426545,0.00401186943054,0.00349903106689,0.023875951767
-2.0928767411,0.0133222411601,0.00370693206787,0.00410294532776,0.024906873703
-2.25496190383,0.0130711371749,0.00390100479126,0.00368809700012,0.0232210159302
-2.2079149482,0.0141589529491,0.00715613365173,0.00617408752441,0.0234639644623
-2.12675193291,0.0138776335072,0.00426387786865,0.00446319580078,0.0218830108643
-2.24150925522,0.0138895833288,0.00354790687561,0.00363087654114,0.0226528644562
-2.14688276043,0.0117245849375,0.00372314453125,0.00363802909851,0.0139861106873
-2.11733087523,0.0126571195896,0.00447010993958,0.00436687469482,0.0216870307922
